,file,input_text,target_text
6165,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||If you have been delegated to a mission with other people, talking among the group must be supervised by the command.",other
6166,CMU\AFGP-2002-600175-Trans.xml,"classify:command|||If you have been delegated to a mission with other people, talking among the group must be supervised by the command.",other
6167,CMU\AFGP-2002-600175-Trans.xml,"classify:6|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6168,CMU\AFGP-2002-600175-Trans.xml,"classify:Maintaining|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",true
6169,CMU\AFGP-2002-600175-Trans.xml,"classify:strong|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",true
6170,CMU\AFGP-2002-600175-Trans.xml,"classify:hold|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6171,CMU\AFGP-2002-600175-Trans.xml,"classify:on|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6172,CMU\AFGP-2002-600175-Trans.xml,"classify:your|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6173,CMU\AFGP-2002-600175-Trans.xml,"classify:Islamic|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6174,CMU\AFGP-2002-600175-Trans.xml,"classify:faith|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",true
6175,CMU\AFGP-2002-600175-Trans.xml,"classify:in|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6176,CMU\AFGP-2002-600175-Trans.xml,"classify:general|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6177,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6178,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",true
6179,CMU\AFGP-2002-600175-Trans.xml,"classify:call|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6180,CMU\AFGP-2002-600175-Trans.xml,"classify:for|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",true
6181,CMU\AFGP-2002-600175-Trans.xml,"classify:Al|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6182,CMU\AFGP-2002-600175-Trans.xml,"classify:Jihad|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6183,CMU\AFGP-2002-600175-Trans.xml,"classify:ideology|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6184,CMU\AFGP-2002-600175-Trans.xml,"classify:in|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6185,CMU\AFGP-2002-600175-Trans.xml,"classify:particular|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6186,CMU\AFGP-2002-600175-Trans.xml,"classify:starting|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",true
6187,CMU\AFGP-2002-600175-Trans.xml,"classify:with|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6188,CMU\AFGP-2002-600175-Trans.xml,"classify:your|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6189,CMU\AFGP-2002-600175-Trans.xml,"classify:relatives|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6190,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6191,CMU\AFGP-2002-600175-Trans.xml,"classify:friends|||- 6 Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.",other
6192,CMU\AFGP-2002-600175-Trans.xml,"classify:Mighty|||Mighty Allah said, ""Warn your close relatives.  "" ",other
6193,CMU\AFGP-2002-600175-Trans.xml,"classify:Allah|||Mighty Allah said, ""Warn your close relatives.  "" ",other
6194,CMU\AFGP-2002-600175-Trans.xml,"classify:said|||Mighty Allah said, ""Warn your close relatives.  "" ",true
6195,CMU\AFGP-2002-600175-Trans.xml,"classify:Warn|||Mighty Allah said, ""Warn your close relatives.  "" ",false
6196,CMU\AFGP-2002-600175-Trans.xml,"classify:your|||Mighty Allah said, ""Warn your close relatives.  "" ",other
6197,CMU\AFGP-2002-600175-Trans.xml,"classify:close|||Mighty Allah said, ""Warn your close relatives.  "" ",other
6198,CMU\AFGP-2002-600175-Trans.xml,"classify:relatives|||Mighty Allah said, ""Warn your close relatives.  "" ",other
6199,CMU\AFGP-2002-600175-Trans.xml,classify:Sometimes|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6200,CMU\AFGP-2002-600175-Trans.xml,classify:you|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6201,CMU\AFGP-2002-600175-Trans.xml,classify:will|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6202,CMU\AFGP-2002-600175-Trans.xml,classify:be|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6203,CMU\AFGP-2002-600175-Trans.xml,classify:prevented|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,true
6204,CMU\AFGP-2002-600175-Trans.xml,classify:from|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6205,CMU\AFGP-2002-600175-Trans.xml,classify:spreading|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,true
6206,CMU\AFGP-2002-600175-Trans.xml,classify:these|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6207,CMU\AFGP-2002-600175-Trans.xml,classify:ideologies|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,true
6208,CMU\AFGP-2002-600175-Trans.xml,classify:because|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6209,CMU\AFGP-2002-600175-Trans.xml,classify:your|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6210,CMU\AFGP-2002-600175-Trans.xml,classify:work|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,true
6211,CMU\AFGP-2002-600175-Trans.xml,classify:requires|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,true
6212,CMU\AFGP-2002-600175-Trans.xml,classify:too|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6213,CMU\AFGP-2002-600175-Trans.xml,classify:much|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6214,CMU\AFGP-2002-600175-Trans.xml,classify:secrecy|||Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,other
6215,CMU\AFGP-2002-600175-Trans.xml,classify:7|||- 7 Guard the public money belonging to Al Qaeda.,other
6216,CMU\AFGP-2002-600175-Trans.xml,classify:Guard|||- 7 Guard the public money belonging to Al Qaeda.,true
6217,CMU\AFGP-2002-600175-Trans.xml,classify:the|||- 7 Guard the public money belonging to Al Qaeda.,other
6218,CMU\AFGP-2002-600175-Trans.xml,classify:public|||- 7 Guard the public money belonging to Al Qaeda.,other
6219,CMU\AFGP-2002-600175-Trans.xml,classify:money|||- 7 Guard the public money belonging to Al Qaeda.,true
6220,CMU\AFGP-2002-600175-Trans.xml,classify:belonging|||- 7 Guard the public money belonging to Al Qaeda.,other
6221,CMU\AFGP-2002-600175-Trans.xml,classify:to|||- 7 Guard the public money belonging to Al Qaeda.,other
6222,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||- 7 Guard the public money belonging to Al Qaeda.,other
6223,CMU\AFGP-2002-600175-Trans.xml,classify:Qaeda|||- 7 Guard the public money belonging to Al Qaeda.,other
6224,CMU\AFGP-2002-600175-Trans.xml,"classify:The|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6225,CMU\AFGP-2002-600175-Trans.xml,"classify:Messenger|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6226,CMU\AFGP-2002-600175-Trans.xml,"classify:of|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6227,CMU\AFGP-2002-600175-Trans.xml,"classify:Allah|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6228,CMU\AFGP-2002-600175-Trans.xml,"classify:said|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",true
6229,CMU\AFGP-2002-600175-Trans.xml,"classify:peace|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",unknown
6230,CMU\AFGP-2002-600175-Trans.xml,"classify:upon|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6231,CMU\AFGP-2002-600175-Trans.xml,"classify:him|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6232,CMU\AFGP-2002-600175-Trans.xml,"classify:The|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6233,CMU\AFGP-2002-600175-Trans.xml,"classify:people|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6234,CMU\AFGP-2002-600175-Trans.xml,"classify:who|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6235,CMU\AFGP-2002-600175-Trans.xml,"classify:waste|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",false
6236,CMU\AFGP-2002-600175-Trans.xml,"classify:Allah|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6237,CMU\AFGP-2002-600175-Trans.xml,"classify:money|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6238,CMU\AFGP-2002-600175-Trans.xml,"classify:their|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6239,CMU\AFGP-2002-600175-Trans.xml,"classify:reward|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",false
6240,CMU\AFGP-2002-600175-Trans.xml,"classify:will|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6241,CMU\AFGP-2002-600175-Trans.xml,"classify:be|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",false
6242,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6243,CMU\AFGP-2002-600175-Trans.xml,"classify:fire|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6244,CMU\AFGP-2002-600175-Trans.xml,"classify:on|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6245,CMU\AFGP-2002-600175-Trans.xml,"classify:Judgment|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",other
6246,CMU\AFGP-2002-600175-Trans.xml,"classify:Day|||The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ",false
6247,CMU\AFGP-2002-600175-Trans.xml,classify:Roah|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6248,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6249,CMU\AFGP-2002-600175-Trans.xml,classify:Bukhari|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6250,CMU\AFGP-2002-600175-Trans.xml,classify:a|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6251,CMU\AFGP-2002-600175-Trans.xml,classify:collection|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6252,CMU\AFGP-2002-600175-Trans.xml,classify:of|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6253,CMU\AFGP-2002-600175-Trans.xml,classify:the|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6254,CMU\AFGP-2002-600175-Trans.xml,classify:Prophet|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6255,CMU\AFGP-2002-600175-Trans.xml,classify:sayings|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6256,CMU\AFGP-2002-600175-Trans.xml,classify:made|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6257,CMU\AFGP-2002-600175-Trans.xml,classify:by|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6258,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6259,CMU\AFGP-2002-600175-Trans.xml,classify:Bukhari|||Roah Al Bukhari [a collection of the Prophet's sayings made by Al Bukhari],other
6260,CMU\AFGP-2002-600175-Trans.xml,"classify:8|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",true
6261,CMU\AFGP-2002-600175-Trans.xml,"classify:Give|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6262,CMU\AFGP-2002-600175-Trans.xml,"classify:good|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6263,CMU\AFGP-2002-600175-Trans.xml,"classify:advice|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",true
6264,CMU\AFGP-2002-600175-Trans.xml,"classify:to|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6265,CMU\AFGP-2002-600175-Trans.xml,"classify:your|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6266,CMU\AFGP-2002-600175-Trans.xml,"classify:superiors|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6267,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6268,CMU\AFGP-2002-600175-Trans.xml,"classify:Al|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6269,CMU\AFGP-2002-600175-Trans.xml,"classify:Qaeda|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6270,CMU\AFGP-2002-600175-Trans.xml,"classify:brothers|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6271,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",true
6272,CMU\AFGP-2002-600175-Trans.xml,"classify:don't|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6273,CMU\AFGP-2002-600175-Trans.xml,"classify:deceive|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6274,CMU\AFGP-2002-600175-Trans.xml,"classify:them|||- 8 Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.",other
6275,CMU\AFGP-2002-600175-Trans.xml,classify:Secondly|||Secondly :,other
6276,CMU\AFGP-2002-600175-Trans.xml,classify:Vacations|||Vacations,true
6277,CMU\AFGP-2002-600175-Trans.xml,classify:Take|||Take refuge in Allah from the accursed Satan.,other
6278,CMU\AFGP-2002-600175-Trans.xml,classify:refuge|||Take refuge in Allah from the accursed Satan.,true
6279,CMU\AFGP-2002-600175-Trans.xml,classify:in|||Take refuge in Allah from the accursed Satan.,other
6280,CMU\AFGP-2002-600175-Trans.xml,classify:Allah|||Take refuge in Allah from the accursed Satan.,other
6281,CMU\AFGP-2002-600175-Trans.xml,classify:from|||Take refuge in Allah from the accursed Satan.,other
6282,CMU\AFGP-2002-600175-Trans.xml,classify:the|||Take refuge in Allah from the accursed Satan.,other
6283,CMU\AFGP-2002-600175-Trans.xml,classify:accursed|||Take refuge in Allah from the accursed Satan.,other
6284,CMU\AFGP-2002-600175-Trans.xml,classify:Satan|||Take refuge in Allah from the accursed Satan.,other
6285,CMU\AFGP-2002-600175-Trans.xml,"classify:They|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6286,CMU\AFGP-2002-600175-Trans.xml,"classify:alone|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6287,CMU\AFGP-2002-600175-Trans.xml,"classify:are|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6288,CMU\AFGP-2002-600175-Trans.xml,"classify:true|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6289,CMU\AFGP-2002-600175-Trans.xml,"classify:believers|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6290,CMU\AFGP-2002-600175-Trans.xml,"classify:who|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6291,CMU\AFGP-2002-600175-Trans.xml,"classify:believe|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6292,CMU\AFGP-2002-600175-Trans.xml,"classify:in|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6293,CMU\AFGP-2002-600175-Trans.xml,"classify:Allah|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6294,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6295,CMU\AFGP-2002-600175-Trans.xml,"classify:his|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6296,CMU\AFGP-2002-600175-Trans.xml,"classify:Messenger|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6297,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6298,CMU\AFGP-2002-600175-Trans.xml,"classify:when|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6299,CMU\AFGP-2002-600175-Trans.xml,"classify:they|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6300,CMU\AFGP-2002-600175-Trans.xml,"classify:are|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6301,CMU\AFGP-2002-600175-Trans.xml,"classify:with|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6302,CMU\AFGP-2002-600175-Trans.xml,"classify:him|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6303,CMU\AFGP-2002-600175-Trans.xml,"classify:on|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6304,CMU\AFGP-2002-600175-Trans.xml,"classify:a|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6305,CMU\AFGP-2002-600175-Trans.xml,"classify:matter|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6306,CMU\AFGP-2002-600175-Trans.xml,"classify:of|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6307,CMU\AFGP-2002-600175-Trans.xml,"classify:common|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6308,CMU\AFGP-2002-600175-Trans.xml,"classify:concern|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6309,CMU\AFGP-2002-600175-Trans.xml,"classify:do|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6310,CMU\AFGP-2002-600175-Trans.xml,"classify:not|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6311,CMU\AFGP-2002-600175-Trans.xml,"classify:depart|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6312,CMU\AFGP-2002-600175-Trans.xml,"classify:without|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6313,CMU\AFGP-2002-600175-Trans.xml,"classify:obtaining|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6314,CMU\AFGP-2002-600175-Trans.xml,"classify:his|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",other
6315,CMU\AFGP-2002-600175-Trans.xml,"classify:leave|||""They alone are true believers who believe in Allah and his Messenger, and when they are with him on a matter of common concern, do not depart without obtaining his leave.  "" ",false
6316,CMU\AFGP-2002-600175-Trans.xml,classify:Sura|||[Sura] Al Noor/The Light [24:62].,other
6317,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||[Sura] Al Noor/The Light [24:62].,other
6318,CMU\AFGP-2002-600175-Trans.xml,classify:Noor/The|||[Sura] Al Noor/The Light [24:62].,other
6319,CMU\AFGP-2002-600175-Trans.xml,classify:Light|||[Sura] Al Noor/The Light [24:62].,other
6320,CMU\AFGP-2002-600175-Trans.xml,classify:24:62|||[Sura] Al Noor/The Light [24:62].,other
6321,CMU\AFGP-2002-600175-Trans.xml,classify:Page|||Page 3,other
6322,CMU\AFGP-2002-600175-Trans.xml,classify:3|||Page 3,other
6323,CMU\AFGP-2002-600175-Trans.xml,"classify:1|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",true
6324,CMU\AFGP-2002-600175-Trans.xml,"classify:work|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6325,CMU\AFGP-2002-600175-Trans.xml,"classify:1|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6326,CMU\AFGP-2002-600175-Trans.xml,"classify:week|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6327,CMU\AFGP-2002-600175-Trans.xml,"classify:vacation|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",true
6328,CMU\AFGP-2002-600175-Trans.xml,"classify:Al|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6329,CMU\AFGP-2002-600175-Trans.xml,"classify:Qaeda|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6330,CMU\AFGP-2002-600175-Trans.xml,"classify:reserves|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",true
6331,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6332,CMU\AFGP-2002-600175-Trans.xml,"classify:right|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",true
6333,CMU\AFGP-2002-600175-Trans.xml,"classify:to|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6334,CMU\AFGP-2002-600175-Trans.xml,"classify:withhold|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6335,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6336,CMU\AFGP-2002-600175-Trans.xml,"classify:vacation|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",true
6337,CMU\AFGP-2002-600175-Trans.xml,"classify:up|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6338,CMU\AFGP-2002-600175-Trans.xml,"classify:to|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6339,CMU\AFGP-2002-600175-Trans.xml,"classify:4|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6340,CMU\AFGP-2002-600175-Trans.xml,"classify:months|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6341,CMU\AFGP-2002-600175-Trans.xml,"classify:in|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",true
6342,CMU\AFGP-2002-600175-Trans.xml,"classify:special|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6343,CMU\AFGP-2002-600175-Trans.xml,"classify:occasions|||- 1 work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.",other
6344,CMU\AFGP-2002-600175-Trans.xml,"classify:2|||- 2 work, there will be 5 days vacation.",true
6345,CMU\AFGP-2002-600175-Trans.xml,"classify:work|||- 2 work, there will be 5 days vacation.",other
6346,CMU\AFGP-2002-600175-Trans.xml,"classify:there|||- 2 work, there will be 5 days vacation.",other
6347,CMU\AFGP-2002-600175-Trans.xml,"classify:will|||- 2 work, there will be 5 days vacation.",other
6348,CMU\AFGP-2002-600175-Trans.xml,"classify:be|||- 2 work, there will be 5 days vacation.",true
6349,CMU\AFGP-2002-600175-Trans.xml,"classify:5|||- 2 work, there will be 5 days vacation.",other
6350,CMU\AFGP-2002-600175-Trans.xml,"classify:days|||- 2 work, there will be 5 days vacation.",other
6351,CMU\AFGP-2002-600175-Trans.xml,"classify:vacation|||- 2 work, there will be 5 days vacation.",true
