,file,input_text,target_text
2672,CMU\AFGP-2002-600002-Trans.xml,classify:it|||It is preferable it has its own private access in order to protect it and control it better.,other
3840,CMU\AFGP-2002-600002-Trans.xml,classify:aural|||The location should have a fence with towers that is equipped with visual and aural equipment.,other
3841,CMU\AFGP-2002-600002-Trans.xml,classify:equipment|||The location should have a fence with towers that is equipped with visual and aural equipment.,other
3842,CMU\AFGP-2002-600002-Trans.xml,classify:Document|||(Document page 7),other
3843,CMU\AFGP-2002-600002-Trans.xml,classify:page|||(Document page 7),other
3844,CMU\AFGP-2002-600002-Trans.xml,classify:7|||(Document page 7),other
3845,CMU\AFGP-2002-600002-Trans.xml,classify:First|||First: Guarding,other
3846,CMU\AFGP-2002-600002-Trans.xml,classify:Guarding|||First: Guarding,true
3847,CMU\AFGP-2002-600002-Trans.xml,classify:Second|||Second: Regulations for Visitors and their Belongings,other
3848,CMU\AFGP-2002-600002-Trans.xml,classify:Regulations|||Second: Regulations for Visitors and their Belongings,true
3849,CMU\AFGP-2002-600002-Trans.xml,classify:for|||Second: Regulations for Visitors and their Belongings,other
3850,CMU\AFGP-2002-600002-Trans.xml,classify:Visitors|||Second: Regulations for Visitors and their Belongings,other
3851,CMU\AFGP-2002-600002-Trans.xml,classify:and|||Second: Regulations for Visitors and their Belongings,other
3852,CMU\AFGP-2002-600002-Trans.xml,classify:their|||Second: Regulations for Visitors and their Belongings,other
3853,CMU\AFGP-2002-600002-Trans.xml,classify:Belongings|||Second: Regulations for Visitors and their Belongings,other
3854,CMU\AFGP-2002-600002-Trans.xml,classify:Reporters|||Reporters and news people.,other
3855,CMU\AFGP-2002-600002-Trans.xml,classify:and|||Reporters and news people.,other
3856,CMU\AFGP-2002-600002-Trans.xml,classify:news|||Reporters and news people.,other
3857,CMU\AFGP-2002-600002-Trans.xml,classify:people|||Reporters and news people.,other
3858,CMU\AFGP-2002-600002-Trans.xml,classify:2.Belongings|||2.Belongings:,other
3859,CMU\AFGP-2002-600002-Trans.xml,classify:A|||A strict control system should cover the above items.,other
3860,CMU\AFGP-2002-600002-Trans.xml,classify:strict|||A strict control system should cover the above items.,other
3861,CMU\AFGP-2002-600002-Trans.xml,classify:control|||A strict control system should cover the above items.,other
3862,CMU\AFGP-2002-600002-Trans.xml,classify:system|||A strict control system should cover the above items.,other
3863,CMU\AFGP-2002-600002-Trans.xml,classify:should|||A strict control system should cover the above items.,true
3864,CMU\AFGP-2002-600002-Trans.xml,classify:cover|||A strict control system should cover the above items.,unknown
3865,CMU\AFGP-2002-600002-Trans.xml,classify:the|||A strict control system should cover the above items.,other
3866,CMU\AFGP-2002-600002-Trans.xml,classify:above|||A strict control system should cover the above items.,other
3867,CMU\AFGP-2002-600002-Trans.xml,classify:items|||A strict control system should cover the above items.,other
3868,CMU\AFGP-2002-600002-Trans.xml,classify:Third|||Third: Defense Plan ­ Firefighting,other
3869,CMU\AFGP-2002-600002-Trans.xml,classify:Defense|||Third: Defense Plan ­ Firefighting,other
3870,CMU\AFGP-2002-600002-Trans.xml,classify:Plan|||Third: Defense Plan ­ Firefighting,true
3871,CMU\AFGP-2002-600002-Trans.xml,classify:­|||Third: Defense Plan ­ Firefighting,other
3872,CMU\AFGP-2002-600002-Trans.xml,classify:Firefighting|||Third: Defense Plan ­ Firefighting,other
3873,CMU\AFGP-2002-600002-Trans.xml,classify:A|||A third faucet next to the guest's bathrooms.,other
3874,CMU\AFGP-2002-600002-Trans.xml,classify:third|||A third faucet next to the guest's bathrooms.,other
3875,CMU\AFGP-2002-600002-Trans.xml,classify:faucet|||A third faucet next to the guest's bathrooms.,other
3876,CMU\AFGP-2002-600002-Trans.xml,classify:next|||A third faucet next to the guest's bathrooms.,other
3877,CMU\AFGP-2002-600002-Trans.xml,classify:to|||A third faucet next to the guest's bathrooms.,other
3878,CMU\AFGP-2002-600002-Trans.xml,classify:the|||A third faucet next to the guest's bathrooms.,other
3879,CMU\AFGP-2002-600002-Trans.xml,classify:guest|||A third faucet next to the guest's bathrooms.,other
3880,CMU\AFGP-2002-600002-Trans.xml,classify:bathrooms|||A third faucet next to the guest's bathrooms.,other
3881,CMU\AFGP-2002-600002-Trans.xml,classify:2.should|||2.should be placed next to each faucet.,true
3882,CMU\AFGP-2002-600002-Trans.xml,classify:be|||2.should be placed next to each faucet.,other
3883,CMU\AFGP-2002-600002-Trans.xml,classify:placed|||2.should be placed next to each faucet.,unknown
3884,CMU\AFGP-2002-600002-Trans.xml,classify:next|||2.should be placed next to each faucet.,other
3885,CMU\AFGP-2002-600002-Trans.xml,classify:to|||2.should be placed next to each faucet.,other
3886,CMU\AFGP-2002-600002-Trans.xml,classify:each|||2.should be placed next to each faucet.,other
3887,CMU\AFGP-2002-600002-Trans.xml,classify:faucet|||2.should be placed next to each faucet.,other
3888,CMU\AFGP-2002-600002-Trans.xml,classify:.3.are|||.3.are responsible for the first faucet.  ,true
3889,CMU\AFGP-2002-600002-Trans.xml,classify:responsible|||.3.are responsible for the first faucet.  ,other
3890,CMU\AFGP-2002-600002-Trans.xml,classify:for|||.3.are responsible for the first faucet.  ,other
3891,CMU\AFGP-2002-600002-Trans.xml,classify:the|||.3.are responsible for the first faucet.  ,other
3892,CMU\AFGP-2002-600002-Trans.xml,classify:first|||.3.are responsible for the first faucet.  ,other
3893,CMU\AFGP-2002-600002-Trans.xml,classify:faucet|||.3.are responsible for the first faucet.  ,other
3894,CMU\AFGP-2002-600002-Trans.xml,classify:Khaled...Abdul|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3895,CMU\AFGP-2002-600002-Trans.xml,classify:Muhaymen|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3896,CMU\AFGP-2002-600002-Trans.xml,classify:al-Aswani|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3897,CMU\AFGP-2002-600002-Trans.xml,classify:are|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,true
3898,CMU\AFGP-2002-600002-Trans.xml,classify:responsible|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3899,CMU\AFGP-2002-600002-Trans.xml,classify:for|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3900,CMU\AFGP-2002-600002-Trans.xml,classify:the|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3901,CMU\AFGP-2002-600002-Trans.xml,classify:second|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3902,CMU\AFGP-2002-600002-Trans.xml,classify:faucet|||Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,other
3903,CMU\AFGP-2002-600002-Trans.xml,classify:The|||The other residents are responsible for the guests' quarters.,other
3904,CMU\AFGP-2002-600002-Trans.xml,classify:other|||The other residents are responsible for the guests' quarters.,other
3905,CMU\AFGP-2002-600002-Trans.xml,classify:residents|||The other residents are responsible for the guests' quarters.,other
3906,CMU\AFGP-2002-600002-Trans.xml,classify:are|||The other residents are responsible for the guests' quarters.,true
3907,CMU\AFGP-2002-600002-Trans.xml,classify:responsible|||The other residents are responsible for the guests' quarters.,other
3908,CMU\AFGP-2002-600002-Trans.xml,classify:for|||The other residents are responsible for the guests' quarters.,other
3909,CMU\AFGP-2002-600002-Trans.xml,classify:the|||The other residents are responsible for the guests' quarters.,other
3910,CMU\AFGP-2002-600002-Trans.xml,classify:guests|||The other residents are responsible for the guests' quarters.,other
3911,CMU\AFGP-2002-600002-Trans.xml,classify:quarters|||The other residents are responsible for the guests' quarters.,other
3912,CMU\AFGP-2002-600002-Trans.xml,classify:4.place|||4.place 6 pails of sand for emergency use.,true
3913,CMU\AFGP-2002-600002-Trans.xml,classify:6|||4.place 6 pails of sand for emergency use.,other
3914,CMU\AFGP-2002-600002-Trans.xml,classify:pails|||4.place 6 pails of sand for emergency use.,other
3915,CMU\AFGP-2002-600002-Trans.xml,classify:of|||4.place 6 pails of sand for emergency use.,other
3916,CMU\AFGP-2002-600002-Trans.xml,classify:sand|||4.place 6 pails of sand for emergency use.,other
3917,CMU\AFGP-2002-600002-Trans.xml,classify:for|||4.place 6 pails of sand for emergency use.,other
3918,CMU\AFGP-2002-600002-Trans.xml,classify:emergency|||4.place 6 pails of sand for emergency use.,other
3919,CMU\AFGP-2002-600002-Trans.xml,classify:use|||4.place 6 pails of sand for emergency use.,other
3920,CMU\AFGP-2002-600002-Trans.xml,classify:5.erected|||5.erected on top of Sheikh Said's kiosk.,true
3921,CMU\AFGP-2002-600002-Trans.xml,classify:on|||5.erected on top of Sheikh Said's kiosk.,other
3922,CMU\AFGP-2002-600002-Trans.xml,classify:top|||5.erected on top of Sheikh Said's kiosk.,other
3923,CMU\AFGP-2002-600002-Trans.xml,classify:of|||5.erected on top of Sheikh Said's kiosk.,other
3924,CMU\AFGP-2002-600002-Trans.xml,classify:Sheikh|||5.erected on top of Sheikh Said's kiosk.,other
3925,CMU\AFGP-2002-600002-Trans.xml,classify:Said|||5.erected on top of Sheikh Said's kiosk.,other
3926,CMU\AFGP-2002-600002-Trans.xml,classify:kiosk|||5.erected on top of Sheikh Said's kiosk.,other
3927,CMU\AFGP-2002-600002-Trans.xml,"classify:6.Place|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",true
3928,CMU\AFGP-2002-600002-Trans.xml,"classify:3|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3929,CMU\AFGP-2002-600002-Trans.xml,"classify:fire|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3930,CMU\AFGP-2002-600002-Trans.xml,"classify:extinguishers|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3931,CMU\AFGP-2002-600002-Trans.xml,"classify:one|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3932,CMU\AFGP-2002-600002-Trans.xml,"classify:in|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3933,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3934,CMU\AFGP-2002-600002-Trans.xml,"classify:infirmary|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3935,CMU\AFGP-2002-600002-Trans.xml,"classify:one|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3936,CMU\AFGP-2002-600002-Trans.xml,"classify:in|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3937,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3938,CMU\AFGP-2002-600002-Trans.xml,"classify:school|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3939,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3940,CMU\AFGP-2002-600002-Trans.xml,"classify:one|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3941,CMU\AFGP-2002-600002-Trans.xml,"classify:in|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3942,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3943,CMU\AFGP-2002-600002-Trans.xml,"classify:guest|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3944,CMU\AFGP-2002-600002-Trans.xml,"classify:house|||6.Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.",other
3945,CMU\AFGP-2002-600002-Trans.xml,classify:7.evacuated|||7.evacuated to safe places.,true
3946,CMU\AFGP-2002-600002-Trans.xml,classify:to|||7.evacuated to safe places.,other
3947,CMU\AFGP-2002-600002-Trans.xml,classify:safe|||7.evacuated to safe places.,other
3948,CMU\AFGP-2002-600002-Trans.xml,classify:places|||7.evacuated to safe places.,other
3949,CMU\AFGP-2002-600002-Trans.xml,classify:8.Separate|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,true
3950,CMU\AFGP-2002-600002-Trans.xml,classify:furniture|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3951,CMU\AFGP-2002-600002-Trans.xml,classify:from|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3952,CMU\AFGP-2002-600002-Trans.xml,classify:the|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3953,CMU\AFGP-2002-600002-Trans.xml,classify:rest|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3954,CMU\AFGP-2002-600002-Trans.xml,classify:of|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3955,CMU\AFGP-2002-600002-Trans.xml,classify:the|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3956,CMU\AFGP-2002-600002-Trans.xml,classify:house|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3957,CMU\AFGP-2002-600002-Trans.xml,classify:if|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3958,CMU\AFGP-2002-600002-Trans.xml,classify:possible|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3959,CMU\AFGP-2002-600002-Trans.xml,classify:so|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3960,CMU\AFGP-2002-600002-Trans.xml,classify:the|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3961,CMU\AFGP-2002-600002-Trans.xml,classify:fire|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3962,CMU\AFGP-2002-600002-Trans.xml,classify:will|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3963,CMU\AFGP-2002-600002-Trans.xml,classify:not|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,other
3964,CMU\AFGP-2002-600002-Trans.xml,classify:spread|||8.Separate furniture from the rest of the house if possible so the fire will not spread.,true
3965,CMU\AFGP-2002-600002-Trans.xml,classify:9.Train|||9.Train women on the use of lanterns and candles.,true
3966,CMU\AFGP-2002-600002-Trans.xml,classify:women|||9.Train women on the use of lanterns and candles.,other
3967,CMU\AFGP-2002-600002-Trans.xml,classify:on|||9.Train women on the use of lanterns and candles.,other
3968,CMU\AFGP-2002-600002-Trans.xml,classify:the|||9.Train women on the use of lanterns and candles.,other
3969,CMU\AFGP-2002-600002-Trans.xml,classify:use|||9.Train women on the use of lanterns and candles.,true
3970,CMU\AFGP-2002-600002-Trans.xml,classify:of|||9.Train women on the use of lanterns and candles.,other
3971,CMU\AFGP-2002-600002-Trans.xml,classify:lanterns|||9.Train women on the use of lanterns and candles.,other
3972,CMU\AFGP-2002-600002-Trans.xml,classify:and|||9.Train women on the use of lanterns and candles.,other
3973,CMU\AFGP-2002-600002-Trans.xml,classify:candles|||9.Train women on the use of lanterns and candles.,other
3974,CMU\AFGP-2002-600002-Trans.xml,classify:10.should|||10.should be stored away from children.,true
3975,CMU\AFGP-2002-600002-Trans.xml,classify:be|||10.should be stored away from children.,other
3976,CMU\AFGP-2002-600002-Trans.xml,classify:stored|||10.should be stored away from children.,unknown
3977,CMU\AFGP-2002-600002-Trans.xml,classify:away|||10.should be stored away from children.,other
3978,CMU\AFGP-2002-600002-Trans.xml,classify:from|||10.should be stored away from children.,other
3979,CMU\AFGP-2002-600002-Trans.xml,classify:children|||10.should be stored away from children.,other
3980,CMU\AFGP-2002-600002-Trans.xml,"classify:11.should|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",true
3981,CMU\AFGP-2002-600002-Trans.xml,"classify:be|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3982,CMU\AFGP-2002-600002-Trans.xml,"classify:told|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",unknown
3983,CMU\AFGP-2002-600002-Trans.xml,"classify:that|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3984,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3985,CMU\AFGP-2002-600002-Trans.xml,"classify:best|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3986,CMU\AFGP-2002-600002-Trans.xml,"classify:way|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",true
3987,CMU\AFGP-2002-600002-Trans.xml,"classify:to|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3988,CMU\AFGP-2002-600002-Trans.xml,"classify:put|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3989,CMU\AFGP-2002-600002-Trans.xml,"classify:our|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3990,CMU\AFGP-2002-600002-Trans.xml,"classify:a|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3991,CMU\AFGP-2002-600002-Trans.xml,"classify:fire|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3992,CMU\AFGP-2002-600002-Trans.xml,"classify:is|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",true
3993,CMU\AFGP-2002-600002-Trans.xml,"classify:to|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3994,CMU\AFGP-2002-600002-Trans.xml,"classify:cut|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3995,CMU\AFGP-2002-600002-Trans.xml,"classify:off|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3996,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3997,CMU\AFGP-2002-600002-Trans.xml,"classify:oxygen|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3998,CMU\AFGP-2002-600002-Trans.xml,"classify:supply|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
3999,CMU\AFGP-2002-600002-Trans.xml,"classify:to|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4000,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4001,CMU\AFGP-2002-600002-Trans.xml,"classify:flames|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4002,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4003,CMU\AFGP-2002-600002-Trans.xml,"classify:therefore|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4004,CMU\AFGP-2002-600002-Trans.xml,"classify:they|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",true
4005,CMU\AFGP-2002-600002-Trans.xml,"classify:should|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",unknown
4006,CMU\AFGP-2002-600002-Trans.xml,"classify:use|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4007,CMU\AFGP-2002-600002-Trans.xml,"classify:wet|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4008,CMU\AFGP-2002-600002-Trans.xml,"classify:blanket|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4009,CMU\AFGP-2002-600002-Trans.xml,"classify:over|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4010,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4011,CMU\AFGP-2002-600002-Trans.xml,"classify:flames|||11.should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.",other
4012,CMU\AFGP-2002-600002-Trans.xml,classify:12.should|||12.should vacate the house as quickly as possible.,true
4013,CMU\AFGP-2002-600002-Trans.xml,classify:vacate|||12.should vacate the house as quickly as possible.,unknown
4014,CMU\AFGP-2002-600002-Trans.xml,classify:the|||12.should vacate the house as quickly as possible.,other
4015,CMU\AFGP-2002-600002-Trans.xml,classify:house|||12.should vacate the house as quickly as possible.,other
4016,CMU\AFGP-2002-600002-Trans.xml,classify:as|||12.should vacate the house as quickly as possible.,other
4017,CMU\AFGP-2002-600002-Trans.xml,classify:quickly|||12.should vacate the house as quickly as possible.,other
4018,CMU\AFGP-2002-600002-Trans.xml,classify:as|||12.should vacate the house as quickly as possible.,other
4019,CMU\AFGP-2002-600002-Trans.xml,classify:possible|||12.should vacate the house as quickly as possible.,other
4020,CMU\AFGP-2002-600002-Trans.xml,classify:Document|||(Document page 8),other
4021,CMU\AFGP-2002-600002-Trans.xml,classify:page|||(Document page 8),other
4022,CMU\AFGP-2002-600002-Trans.xml,classify:8|||(Document page 8),other
4023,CMU\AFGP-2002-600002-Trans.xml,classify:Administration|||Administration Staff Responsibilities:,other
4024,CMU\AFGP-2002-600002-Trans.xml,classify:Staff|||Administration Staff Responsibilities:,other
4025,CMU\AFGP-2002-600002-Trans.xml,classify:Responsibilities|||Administration Staff Responsibilities:,true
4026,CMU\AFGP-2002-600002-Trans.xml,classify:Buy|||Buy equipment and machinery soonest.,true
4027,CMU\AFGP-2002-600002-Trans.xml,classify:equipment|||Buy equipment and machinery soonest.,other
4028,CMU\AFGP-2002-600002-Trans.xml,classify:and|||Buy equipment and machinery soonest.,other
4029,CMU\AFGP-2002-600002-Trans.xml,classify:machinery|||Buy equipment and machinery soonest.,other
4030,CMU\AFGP-2002-600002-Trans.xml,classify:soonest|||Buy equipment and machinery soonest.,other
4031,CMU\AFGP-2002-600002-Trans.xml,classify:2.Install|||2.Install the yanks and the faucets.,true
4032,CMU\AFGP-2002-600002-Trans.xml,classify:the|||2.Install the yanks and the faucets.,other
4033,CMU\AFGP-2002-600002-Trans.xml,classify:yanks|||2.Install the yanks and the faucets.,other
4034,CMU\AFGP-2002-600002-Trans.xml,classify:and|||2.Install the yanks and the faucets.,other
4035,CMU\AFGP-2002-600002-Trans.xml,classify:the|||2.Install the yanks and the faucets.,other
4036,CMU\AFGP-2002-600002-Trans.xml,classify:faucets|||2.Install the yanks and the faucets.,other
4037,CMU\AFGP-2002-600002-Trans.xml,classify:Firefighters|||Firefighters Responsibilities:,other
4038,CMU\AFGP-2002-600002-Trans.xml,classify:Responsibilities|||Firefighters Responsibilities:,true
4039,CMU\AFGP-2002-600002-Trans.xml,classify:Firefighting|||Firefighting training,other
4040,CMU\AFGP-2002-600002-Trans.xml,classify:training|||Firefighting training,true
4041,CMU\AFGP-2002-600002-Trans.xml,classify:Evacuation|||Evacuation training.,other
4042,CMU\AFGP-2002-600002-Trans.xml,classify:training|||Evacuation training.,true
4043,CMU\AFGP-2002-600002-Trans.xml,classify:3.Supervise|||3.Supervise the fire equipment in order to ensure:,true
4044,CMU\AFGP-2002-600002-Trans.xml,classify:the|||3.Supervise the fire equipment in order to ensure:,other
4045,CMU\AFGP-2002-600002-Trans.xml,classify:fire|||3.Supervise the fire equipment in order to ensure:,other
4046,CMU\AFGP-2002-600002-Trans.xml,classify:equipment|||3.Supervise the fire equipment in order to ensure:,other
4047,CMU\AFGP-2002-600002-Trans.xml,classify:in|||3.Supervise the fire equipment in order to ensure:,other
4048,CMU\AFGP-2002-600002-Trans.xml,classify:order|||3.Supervise the fire equipment in order to ensure:,unknown
4049,CMU\AFGP-2002-600002-Trans.xml,classify:to|||3.Supervise the fire equipment in order to ensure:,other
4050,CMU\AFGP-2002-600002-Trans.xml,classify:ensure|||3.Supervise the fire equipment in order to ensure:,other
4051,CMU\AFGP-2002-600002-Trans.xml,classify:It|||It remains in place,other
4052,CMU\AFGP-2002-600002-Trans.xml,classify:remains|||It remains in place,true
4053,CMU\AFGP-2002-600002-Trans.xml,classify:in|||It remains in place,other
4054,CMU\AFGP-2002-600002-Trans.xml,classify:place|||It remains in place,other
4055,CMU\AFGP-2002-600002-Trans.xml,classify:Does|||Does not get damaged,other
4056,CMU\AFGP-2002-600002-Trans.xml,classify:not|||Does not get damaged,other
4057,CMU\AFGP-2002-600002-Trans.xml,classify:get|||Does not get damaged,other
4058,CMU\AFGP-2002-600002-Trans.xml,classify:damaged|||Does not get damaged,true
4059,CMU\AFGP-2002-600002-Trans.xml,classify:Run|||Run some tests to identify the negatives:,true
4060,CMU\AFGP-2002-600002-Trans.xml,classify:some|||Run some tests to identify the negatives:,other
4061,CMU\AFGP-2002-600002-Trans.xml,classify:tests|||Run some tests to identify the negatives:,true
4062,CMU\AFGP-2002-600002-Trans.xml,classify:to|||Run some tests to identify the negatives:,other
4063,CMU\AFGP-2002-600002-Trans.xml,classify:identify|||Run some tests to identify the negatives:,unknown
4064,CMU\AFGP-2002-600002-Trans.xml,classify:the|||Run some tests to identify the negatives:,other
4065,CMU\AFGP-2002-600002-Trans.xml,classify:negatives|||Run some tests to identify the negatives:,other
4066,CMU\AFGP-2002-600002-Trans.xml,classify:The|||The security team should:,other
4067,CMU\AFGP-2002-600002-Trans.xml,classify:security|||The security team should:,other
4068,CMU\AFGP-2002-600002-Trans.xml,classify:team|||The security team should:,other
4069,CMU\AFGP-2002-600002-Trans.xml,classify:should|||The security team should:,true
4070,CMU\AFGP-2002-600002-Trans.xml,"classify:Publish|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",unknown
4071,CMU\AFGP-2002-600002-Trans.xml,"classify:a|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",other
4072,CMU\AFGP-2002-600002-Trans.xml,"classify:periodic|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",other
4073,CMU\AFGP-2002-600002-Trans.xml,"classify:bulletin|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",true
4074,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",other
4075,CMU\AFGP-2002-600002-Trans.xml,"classify:distribute|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",true
4076,CMU\AFGP-2002-600002-Trans.xml,"classify:to|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",other
4077,CMU\AFGP-2002-600002-Trans.xml,"classify:all|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",other
4078,CMU\AFGP-2002-600002-Trans.xml,"classify:residents|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",other
4079,CMU\AFGP-2002-600002-Trans.xml,"classify:advising|||Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.",true
