,file,input_text,target_text
2492,CMU\AFGP-2002-600002-Trans.xml,classify:sabotage|||Chemical sabotage,true
4203,CMU\AFGP-2002-600045-Trans.xml,classify:of|||An Islamic group with an aim of Jihad.,other
4204,CMU\AFGP-2002-600045-Trans.xml,classify:Jihad|||An Islamic group with an aim of Jihad.,true
4205,CMU\AFGP-2002-600045-Trans.xml,"classify:Carrying|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4206,CMU\AFGP-2002-600045-Trans.xml,"classify:out|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4207,CMU\AFGP-2002-600045-Trans.xml,"classify:Jihad|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4208,CMU\AFGP-2002-600045-Trans.xml,"classify:is|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4209,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4210,CMU\AFGP-2002-600045-Trans.xml,"classify:main|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4211,CMU\AFGP-2002-600045-Trans.xml,"classify:reason|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4212,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4213,CMU\AFGP-2002-600045-Trans.xml,"classify:members|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4214,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4215,CMU\AFGP-2002-600045-Trans.xml,"classify:AL-QAEDA|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4216,CMU\AFGP-2002-600045-Trans.xml,"classify:have|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4217,CMU\AFGP-2002-600045-Trans.xml,"classify:gathered|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4218,CMU\AFGP-2002-600045-Trans.xml,"classify:together|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4219,CMU\AFGP-2002-600045-Trans.xml,"classify:with|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4220,CMU\AFGP-2002-600045-Trans.xml,"classify:performing|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4221,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4222,CMU\AFGP-2002-600045-Trans.xml,"classify:different|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4223,CMU\AFGP-2002-600045-Trans.xml,"classify:duties|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4224,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4225,CMU\AFGP-2002-600045-Trans.xml,"classify:Islam|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4226,CMU\AFGP-2002-600045-Trans.xml,"classify:as|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4227,CMU\AFGP-2002-600045-Trans.xml,"classify:much|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4228,CMU\AFGP-2002-600045-Trans.xml,"classify:as|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4229,CMU\AFGP-2002-600045-Trans.xml,"classify:possible|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4230,CMU\AFGP-2002-600045-Trans.xml,"classify:shouldering|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4231,CMU\AFGP-2002-600045-Trans.xml,"classify:together|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4232,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4233,CMU\AFGP-2002-600045-Trans.xml,"classify:duty|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4234,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4235,CMU\AFGP-2002-600045-Trans.xml,"classify:Jihad|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4236,CMU\AFGP-2002-600045-Trans.xml,"classify:and|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4237,CMU\AFGP-2002-600045-Trans.xml,"classify:preparing|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4238,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4239,CMU\AFGP-2002-600045-Trans.xml,"classify:efficient|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4240,CMU\AFGP-2002-600045-Trans.xml,"classify:duties|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4241,CMU\AFGP-2002-600045-Trans.xml,"classify:during|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",other
4242,CMU\AFGP-2002-600045-Trans.xml,"classify:conflicts|||Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.",true
4243,CMU\AFGP-2002-600045-Trans.xml,classify:Its|||Its belief: ,other
4244,CMU\AFGP-2002-600045-Trans.xml,classify:belief|||Its belief: ,true
4245,CMU\AFGP-2002-600045-Trans.xml,"classify:The|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4246,CMU\AFGP-2002-600045-Trans.xml,"classify:faith|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",true
4247,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4248,CMU\AFGP-2002-600045-Trans.xml,"classify:Sunna|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4249,CMU\AFGP-2002-600045-Trans.xml,"classify:and|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4250,CMU\AFGP-2002-600045-Trans.xml,"classify:Jama'a|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4251,CMU\AFGP-2002-600045-Trans.xml,"classify:group|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4252,CMU\AFGP-2002-600045-Trans.xml,"classify:in|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4253,CMU\AFGP-2002-600045-Trans.xml,"classify:general|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4254,CMU\AFGP-2002-600045-Trans.xml,"classify:and|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4255,CMU\AFGP-2002-600045-Trans.xml,"classify:in|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4256,CMU\AFGP-2002-600045-Trans.xml,"classify:detail|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4257,CMU\AFGP-2002-600045-Trans.xml,"classify:following|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",true
4258,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4259,CMU\AFGP-2002-600045-Trans.xml,"classify:example|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4260,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4261,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4262,CMU\AFGP-2002-600045-Trans.xml,"classify:worthy|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4263,CMU\AFGP-2002-600045-Trans.xml,"classify:ancestors|||The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.",other
4264,CMU\AFGP-2002-600045-Trans.xml,classify:Objectives|||  Objectives of  AL QAEDA:  ,true
4265,CMU\AFGP-2002-600045-Trans.xml,classify:of|||  Objectives of  AL QAEDA:  ,other
4266,CMU\AFGP-2002-600045-Trans.xml,classify:AL|||  Objectives of  AL QAEDA:  ,other
4267,CMU\AFGP-2002-600045-Trans.xml,classify:QAEDA|||  Objectives of  AL QAEDA:  ,other
4268,CMU\AFGP-2002-600045-Trans.xml,"classify:Support|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",true
4269,CMU\AFGP-2002-600045-Trans.xml,"classify:God|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4270,CMU\AFGP-2002-600045-Trans.xml,"classify:religion|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4271,CMU\AFGP-2002-600045-Trans.xml,"classify:establishment|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",true
4272,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4273,CMU\AFGP-2002-600045-Trans.xml,"classify:Islamic|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4274,CMU\AFGP-2002-600045-Trans.xml,"classify:rule|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",true
4275,CMU\AFGP-2002-600045-Trans.xml,"classify:and|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4276,CMU\AFGP-2002-600045-Trans.xml,"classify:restoration|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",true
4277,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4278,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4279,CMU\AFGP-2002-600045-Trans.xml,"classify:Islamic|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4280,CMU\AFGP-2002-600045-Trans.xml,"classify:Caliphate|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",true
4281,CMU\AFGP-2002-600045-Trans.xml,"classify:God|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",other
4282,CMU\AFGP-2002-600045-Trans.xml,"classify:willing|||Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.",unknown
4283,CMU\AFGP-2002-600045-Trans.xml,classify:AL||| AL QAEDA's sphere of activity : ,other
4284,CMU\AFGP-2002-600045-Trans.xml,classify:QAEDA||| AL QAEDA's sphere of activity : ,other
4285,CMU\AFGP-2002-600045-Trans.xml,classify:sphere||| AL QAEDA's sphere of activity : ,other
4286,CMU\AFGP-2002-600045-Trans.xml,classify:of||| AL QAEDA's sphere of activity : ,other
4287,CMU\AFGP-2002-600045-Trans.xml,classify:activity||| AL QAEDA's sphere of activity : ,true
4288,CMU\AFGP-2002-600045-Trans.xml,classify:International|||International and transitional according to AL QAEDA's policy.,other
4289,CMU\AFGP-2002-600045-Trans.xml,classify:and|||International and transitional according to AL QAEDA's policy.,other
4290,CMU\AFGP-2002-600045-Trans.xml,classify:transitional|||International and transitional according to AL QAEDA's policy.,other
4291,CMU\AFGP-2002-600045-Trans.xml,classify:according|||International and transitional according to AL QAEDA's policy.,true
4292,CMU\AFGP-2002-600045-Trans.xml,classify:to|||International and transitional according to AL QAEDA's policy.,other
4293,CMU\AFGP-2002-600045-Trans.xml,classify:AL|||International and transitional according to AL QAEDA's policy.,other
4294,CMU\AFGP-2002-600045-Trans.xml,classify:QAEDA|||International and transitional according to AL QAEDA's policy.,other
4295,CMU\AFGP-2002-600045-Trans.xml,classify:policy|||International and transitional according to AL QAEDA's policy.,true
4296,CMU\AFGP-2002-600045-Trans.xml,classify:Requirements|||Requirements of joining AL QAEDA: ,true
4297,CMU\AFGP-2002-600045-Trans.xml,classify:of|||Requirements of joining AL QAEDA: ,other
4298,CMU\AFGP-2002-600045-Trans.xml,classify:joining|||Requirements of joining AL QAEDA: ,true
4299,CMU\AFGP-2002-600045-Trans.xml,classify:AL|||Requirements of joining AL QAEDA: ,other
4300,CMU\AFGP-2002-600045-Trans.xml,classify:QAEDA|||Requirements of joining AL QAEDA: ,other
4301,CMU\AFGP-2002-600045-Trans.xml,"classify:Abiding|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",true
4302,CMU\AFGP-2002-600045-Trans.xml,"classify:by|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4303,CMU\AFGP-2002-600045-Trans.xml,"classify:AL|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4304,CMU\AFGP-2002-600045-Trans.xml,"classify:QAEDA|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4305,CMU\AFGP-2002-600045-Trans.xml,"classify:rules|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4306,CMU\AFGP-2002-600045-Trans.xml,"classify:its|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4307,CMU\AFGP-2002-600045-Trans.xml,"classify:beliefs|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",true
4308,CMU\AFGP-2002-600045-Trans.xml,"classify:and|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4309,CMU\AFGP-2002-600045-Trans.xml,"classify:objectives|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",true
4310,CMU\AFGP-2002-600045-Trans.xml,"classify:as|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4311,CMU\AFGP-2002-600045-Trans.xml,"classify:previously|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",other
4312,CMU\AFGP-2002-600045-Trans.xml,"classify:mentioned|||Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.",true
4313,CMU\AFGP-2002-600045-Trans.xml,"classify:2|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4314,CMU\AFGP-2002-600045-Trans.xml,"classify:-Obedience|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",true
4315,CMU\AFGP-2002-600045-Trans.xml,"classify:to|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4316,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4317,CMU\AFGP-2002-600045-Trans.xml,"classify:leaders|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4318,CMU\AFGP-2002-600045-Trans.xml,"classify:in|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4319,CMU\AFGP-2002-600045-Trans.xml,"classify:charge|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4320,CMU\AFGP-2002-600045-Trans.xml,"classify:as|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4321,CMU\AFGP-2002-600045-Trans.xml,"classify:much|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4322,CMU\AFGP-2002-600045-Trans.xml,"classify:as|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",true
4323,CMU\AFGP-2002-600045-Trans.xml,"classify:possible|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4324,CMU\AFGP-2002-600045-Trans.xml,"classify:without|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",true
4325,CMU\AFGP-2002-600045-Trans.xml,"classify:disobeying|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4326,CMU\AFGP-2002-600045-Trans.xml,"classify:Islamic|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4327,CMU\AFGP-2002-600045-Trans.xml,"classify:rules|||2 -Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.",other
4328,CMU\AFGP-2002-600045-Trans.xml,classify:No|||No connection between AL QAEDA membership and any other Islamic group.,other
4329,CMU\AFGP-2002-600045-Trans.xml,classify:connection|||No connection between AL QAEDA membership and any other Islamic group.,true
4330,CMU\AFGP-2002-600045-Trans.xml,classify:between|||No connection between AL QAEDA membership and any other Islamic group.,other
4331,CMU\AFGP-2002-600045-Trans.xml,classify:AL|||No connection between AL QAEDA membership and any other Islamic group.,other
4332,CMU\AFGP-2002-600045-Trans.xml,classify:QAEDA|||No connection between AL QAEDA membership and any other Islamic group.,other
4333,CMU\AFGP-2002-600045-Trans.xml,classify:membership|||No connection between AL QAEDA membership and any other Islamic group.,true
4334,CMU\AFGP-2002-600045-Trans.xml,classify:and|||No connection between AL QAEDA membership and any other Islamic group.,other
4335,CMU\AFGP-2002-600045-Trans.xml,classify:any|||No connection between AL QAEDA membership and any other Islamic group.,other
4336,CMU\AFGP-2002-600045-Trans.xml,classify:other|||No connection between AL QAEDA membership and any other Islamic group.,other
4337,CMU\AFGP-2002-600045-Trans.xml,classify:Islamic|||No connection between AL QAEDA membership and any other Islamic group.,other
4338,CMU\AFGP-2002-600045-Trans.xml,classify:group|||No connection between AL QAEDA membership and any other Islamic group.,other
4339,CMU\AFGP-2002-600045-Trans.xml,classify:Maintain|||Maintain secrecy in work-related issues.,true
4340,CMU\AFGP-2002-600045-Trans.xml,classify:secrecy|||Maintain secrecy in work-related issues.,other
4341,CMU\AFGP-2002-600045-Trans.xml,classify:in|||Maintain secrecy in work-related issues.,other
4342,CMU\AFGP-2002-600045-Trans.xml,classify:work-related|||Maintain secrecy in work-related issues.,other
4343,CMU\AFGP-2002-600045-Trans.xml,classify:issues|||Maintain secrecy in work-related issues.,true
4344,CMU\AFGP-2002-600045-Trans.xml,classify:Physically|||Physically healthy (except in administrative work) ,other
4345,CMU\AFGP-2002-600045-Trans.xml,classify:healthy|||Physically healthy (except in administrative work) ,true
4346,CMU\AFGP-2002-600045-Trans.xml,classify:except|||Physically healthy (except in administrative work) ,other
4347,CMU\AFGP-2002-600045-Trans.xml,classify:in|||Physically healthy (except in administrative work) ,other
4348,CMU\AFGP-2002-600045-Trans.xml,classify:administrative|||Physically healthy (except in administrative work) ,other
4349,CMU\AFGP-2002-600045-Trans.xml,classify:work|||Physically healthy (except in administrative work) ,true
4350,CMU\AFGP-2002-600045-Trans.xml,"classify:The|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4351,CMU\AFGP-2002-600045-Trans.xml,"classify:candidate|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4352,CMU\AFGP-2002-600045-Trans.xml,"classify:should|||The candidate should not be in question when it comes to religion, integrity or his morality.",true
4353,CMU\AFGP-2002-600045-Trans.xml,"classify:not|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4354,CMU\AFGP-2002-600045-Trans.xml,"classify:be|||The candidate should not be in question when it comes to religion, integrity or his morality.",unknown
4355,CMU\AFGP-2002-600045-Trans.xml,"classify:in|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4356,CMU\AFGP-2002-600045-Trans.xml,"classify:question|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4357,CMU\AFGP-2002-600045-Trans.xml,"classify:when|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4358,CMU\AFGP-2002-600045-Trans.xml,"classify:it|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4359,CMU\AFGP-2002-600045-Trans.xml,"classify:comes|||The candidate should not be in question when it comes to religion, integrity or his morality.",true
4360,CMU\AFGP-2002-600045-Trans.xml,"classify:to|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4361,CMU\AFGP-2002-600045-Trans.xml,"classify:religion|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4362,CMU\AFGP-2002-600045-Trans.xml,"classify:integrity|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4363,CMU\AFGP-2002-600045-Trans.xml,"classify:or|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4364,CMU\AFGP-2002-600045-Trans.xml,"classify:his|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4365,CMU\AFGP-2002-600045-Trans.xml,"classify:morality|||The candidate should not be in question when it comes to religion, integrity or his morality.",other
4366,CMU\AFGP-2002-600045-Trans.xml,classify:Reciting|||Reciting the pledge of AL-QAEDA.,true
4367,CMU\AFGP-2002-600045-Trans.xml,classify:the|||Reciting the pledge of AL-QAEDA.,other
4368,CMU\AFGP-2002-600045-Trans.xml,classify:pledge|||Reciting the pledge of AL-QAEDA.,true
4369,CMU\AFGP-2002-600045-Trans.xml,classify:of|||Reciting the pledge of AL-QAEDA.,other
4370,CMU\AFGP-2002-600045-Trans.xml,classify:AL-QAEDA|||Reciting the pledge of AL-QAEDA.,other
4371,CMU\AFGP-2002-600045-Trans.xml,classify:AL-QAEDA||| AL-QAEDA's  Regulations and Instructions:  ,other
4372,CMU\AFGP-2002-600045-Trans.xml,classify:Regulations||| AL-QAEDA's  Regulations and Instructions:  ,true
4373,CMU\AFGP-2002-600045-Trans.xml,classify:and||| AL-QAEDA's  Regulations and Instructions:  ,other
4374,CMU\AFGP-2002-600045-Trans.xml,classify:Instructions||| AL-QAEDA's  Regulations and Instructions:  ,other
4375,CMU\AFGP-2002-600045-Trans.xml,classify:Duties|||Duties ,true
4376,CMU\AFGP-2002-600045-Trans.xml,"classify:Preserving|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",true
4377,CMU\AFGP-2002-600045-Trans.xml,"classify:the|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4378,CMU\AFGP-2002-600045-Trans.xml,"classify:unity|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",true
4379,CMU\AFGP-2002-600045-Trans.xml,"classify:of|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4380,CMU\AFGP-2002-600045-Trans.xml,"classify:AL|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4381,CMU\AFGP-2002-600045-Trans.xml,"classify:QAEDA|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4382,CMU\AFGP-2002-600045-Trans.xml,"classify:is|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",true
4383,CMU\AFGP-2002-600045-Trans.xml,"classify:an|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4384,CMU\AFGP-2002-600045-Trans.xml,"classify:important|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4385,CMU\AFGP-2002-600045-Trans.xml,"classify:and|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4386,CMU\AFGP-2002-600045-Trans.xml,"classify:legitimate|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4387,CMU\AFGP-2002-600045-Trans.xml,"classify:goal|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4388,CMU\AFGP-2002-600045-Trans.xml,"classify:which|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
4389,CMU\AFGP-2002-600045-Trans.xml,"classify:occurs|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",true
4390,CMU\AFGP-2002-600045-Trans.xml,"classify:by|||Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.",other
