,file,input_text,target_text
398,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: for each 3 weeks of work, 1 week vacation, Al Qaeda reserves the right to withhold the vacation up to 4 months in special occasions.","(reserves, true); (withhold, true); (vacation, true); (occasions, true); (work, true); (vacation, true)"
399,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: for each month of work, there will be 5 days vacation.","(work, true); (vacation, true); (be, true)"
400,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Al Qaeda reserves the right to withhold the vacation for an indeterminate period of time on special occasions.,"(vacation, true); (occasions, true); (reserves, true); (withhold, true)"
401,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Vacation travel application will be submitted 2 ½ months prior to travel.,"(application, true); (travel, true); (submitted, true)"
402,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Extra vacation time requests will not be granted except in special circumstances.,"(circumstances, true); (requests, true); (granted, true)"
403,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Salaries and Travel Tickets,"(Salaries, true)"
404,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: ""Eat and drink without waste, Allah does not like wastrels.  ""","(drink, false); (waste, false); (Eat, false); (like, false)"
405,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: The salary for a married Mujahed brother is 6500 Pakistan rupees (six thousand and five hundred rupees), and 500 rupees for each child additionally.","(is, true); (salary, true)"
406,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: The monthly salary for a single Mujahed is 1,000 Pakistan rupees.","(is, true)"
407,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: A single Mujahed who has completed one full year in the organization will be issued a round trip ticket to his country with a one-month vacation.,"(vacation, true); (completed, true); (issued, true)"
408,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: The member does not have the right to exchange the ticket for money, if he chooses not to travel.","(travel, true); (chooses, true); (exchange, true); (have, true); (travel, true); (exchange, true); (chooses, true); (have, true)"
409,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: The member has the right to exchange it to make Al Haj to Mecca; Al Haj time will be deducted from his vacation time.,"(Haj, true); (exchange, true); (has, true); (make, unknown); (deducted, true)"
410,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: A married Mujahed and his family will have a one-month vacation and round trip ticket to his country after completion of two years in the organization.,"(organization, true); (have, true); (vacation, true)"
411,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: The brother who wishes to leave Al Qaeda without legal excuse does not have the right to demand any financial assistance or special favors when he departs.,"(assistance, true); (have, true); (demand, true); (wishes, true); (leave, unknown); (departs, true)"
412,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Rewards and Punishments,"(Rewards, true)"
413,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Take refuge in Allah from the evil Satan.,"(refuge, true)"
414,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: ""The answer of believers when they are called to Allah and his Messenger that he may judge between them is, 'We hear and obey.  ' They are the ones who will prosper.  ""","(prosper, false); (are, false); (believers, false); (called, false); (answer, false); (judge, unknown); (may, false); (obey, false); (hear, false)"
415,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: And Allah said, ""When they are told, 'come to that which Allah has revealed and to the Messenger,' you should see the hypocrites how they hesitate and turn their faces away.  "" ","(said, true); (come, false); (told, false); (should, false); (revealed, false); (turn, false); (hesitate, false); (see, unknown)"
416,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ","(said, true); (have, false); (matter, false); (decided, false); (disobeys, false); (lost, false); (gone, false); (way, false)"
417,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,"(Accomplish, true); (plans, true); (System, true); (missions, true); (according, true)"
418,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,"(Differences, true); (missions, true); (judged, true)"
419,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: This will be done through the direct superior up the chain of command to resolve the matter.,"(matter, true); (resolve, unknown); (done, true)"
420,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: If the differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.","(differences, true); (related, true); (work, true); (wish, true); (do, unknown); (made, true)"
421,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: This does not include the Tempter's courts.,"(include, true)"
422,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: It means any court considered legitimate by Al Qaeda.,"(means, true); (considered, true)"
423,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: This includes high-ranking Al Qaeda and subordinates.,"(includes, true)"
424,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Maintain the conditions of religious equilibrium.,"(equilibrium, true); (conditions, true); (Maintain, true)"
425,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:","(is, true); (Equilibrium, true); (depends, true)"
426,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: (1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.","(prevent, true); (is, true); (devotion, true); (sin, true)"
427,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: (2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.","(is, true); (ideal, true); (Embody, true); (avoiding, true); (bring, true); (bring, true)"
428,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: Allah said, ""If they did what they had been advised to do, it would be better for them and they would stand fast.  "" ","(said, true); (did, false); (advised, false); (do, false); (be, false); (stand, false)"
429,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: [Sura] Al Nisa'/The Women, and Abu Al Drda' said, ""O people, good deeds before the fight, you are fighting with your good deeds.  "" ","(said, true); (deeds, false); (fight, false); (fighting, false); (deeds, false)"
430,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: B - Try your best and to the most of your ability to accomplish the rightful Al Qaeda goals.,"(Try, true); (ability, true); (goals, true); (accomplish, unknown)"
431,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: The Mighty Allah said, ""Fear Allah as much as you can.  "" ","(said, true)"
432,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: [Sura] Al Taghabun/Exposition [64:16], and [Prophet Mohammed] said, peace upon him, ""Whatever I order you, do the best you can,"" mutafaq aley / agreed upon.","(said, true); (agreed, true); (peace, unknown); (order, false); (do, false)"
433,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: To do your best to the utmost of your ability is shown by the following:,"(do, true); (ability, true); (shown, true)"
434,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: The best of your efforts should be to your religion, and not to worldly concerns or to your family.","(efforts, true); (should, true); (be, unknown)"
435,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: ""You tell them, 'If your fathers and sons, your brothers and wives and families and wealth, or the business you fear may fail, and the mansions that you love, are dearer to you than Allah, his Messenger, and struggling in his cause, then wait until Allah's command arrives, for Allah does not show transgressors the way.  "" ","(fail, unknown); (may, false); (fear, false); (tell, false); (way, false); (show, false); (arrives, false); (command, false); (wait, false); (cause, false); (struggling, false); (are, false)"
436,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: [Prophet Mohammed] said, peace upon him, ""You are not a believer until you love me more than your parents, your children and all the people.  "" Roah al Bekhari.","(said, true); (peace, unknown); (love, false); (are, false)"
437,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: That your Jihad be in the service of your religion is more excellent than the infidel struggling for their iniquity; their struggle is void.,"(is, true); (struggle, true); (Jihad, true); (be, true); (is, true); (struggling, true)"
438,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: Allah said, ""There are some people who have loves other than Allah; the believer loves Allah more.  ""","(said, true); (are, false); (loves, false); (loves, false); (believer, false)"
439,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Pursue the curriculum of religious law studies; take advantage of spare time to do so.,"(Pursue, true); (take, true); (studies, true); (do, unknown)"
440,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: That will provide the Muslim brother with Islamic vision with regard to current events.,"(events, true); (vision, true); (provide, true)"
441,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: But knowledge without action is a curse to its owner; there is no value to knowledge without action.,"(action, true); (knowledge, true); (is, true); (is, true); (action, true); (knowledge, true)"
442,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: If you have a specialty, which is of value to Al Qaeda's goals, then tell your superior of it.","(goals, true); (have, true); (is, true); (tell, true)"
443,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: We advise all brothers to avoid arguments in religion, and it is forbidden to speak on religion without knowledge.","(speak, true); (knowledge, true); (arguments, true); (forbidden, true); (advise, true); (avoid, true)"
444,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: If any differences occur, relay them to the qualified members.","(relay, true); (differences, true); (occur, true)"
445,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: Allah said, ""And when any tidings of peace or war come to them they spread the news around.  Had they gone to the Prophet or those in authority among them, then those who check and scrutinize would have known it.  "" ","(said, true); (peace, false); (war, false); (tidings, false); (scrutinize, false); (known, false); (gone, false); (check, false); (come, false); (spread, false)"
446,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: the Covenant,"(Covenant, true)"
447,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Its Purpose and Religious Lawfulness:,"(Purpose, true)"
448,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Draft Covenant:,"(Covenant, true)"
449,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: Covenants among Moslems regarding obedience are permitted and lawful, in order to build trust among the parties.","(trust, true); (permitted, true); (obedience, true); (Covenants, true); (build, unknown)"
450,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: The proof is in the saying of Allah to Jacob, peace be upon him, ""He said, 'I will never send him with you until you swear by Allah that you will bring him back to me, unless all of you are overtaken (by misfortune).  '' When all of them had given their promise, he said: ""Allah is witness to our conversation.  "" ","(is, true); (proof, true); (be, unknown); (bring, false); (conversation, false); (said, false); (is, false); (given, false); (promise, false); (send, false); (said, false); (overtaken, false); (swear, false)"
451,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: If a Moslem gives his word he must keep it.,"(must, true); (gives, true); (keep, unknown)"
452,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: As Allah said, ""And keep the covenant because you are responsible.  "" ","(said, true); (covenant, false); (keep, false); (are, false)"
453,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: And Allah said, ""Fulfill your covenant with Allah, having made the covenant, and do not break your oaths once you have sworn them, as you have made Allah a witness over you.  "" ","(said, true); (Fulfill, false); (covenant, false); (sworn, false); (oaths, false); (witness, false); (made, false); (made, false); (having, false); (break, false); (covenant, false)"
454,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: The purpose of the Covenant:,"(Covenant, true); (purpose, true)"
455,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: There are two types of covenants:,"(covenants, true); (are, true)"
456,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: the religious lawful duty, and the permissible.","(permissible, true); (duty, true)"
457,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: The religious lawful duty, such as al-Jihad and the obedience to higher authorities, is every Muslim's duty by religious law.","(duty, true); (al-Jihad, true); (obedience, true); (is, true); (law, true)"
458,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: In such a case, allegiance means enforcing the religious lawful duty.","(allegiance, true); (means, true); (enforcing, true); (duty, true)"
459,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: Even without allegiance, it is still a lawful religious duty.","(allegiance, true); (is, true)"
460,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: While in the case of permissible matters, allegiance makes them religious lawful duties.","(makes, true); (duties, true); (matters, true); (allegiance, true)"
461,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: He founded this case on the saying of the Mighty Allah, ""If you promise, you have to fulfill your promise.  "" ","(founded, true); (saying, true); (fulfill, unknown); (have, false); (promise, false); (promise, false)"
462,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Therefore Al Qaeda will take allegiance from its followers to include the obedience to its policies and goals.,"(include, true); (allegiance, true); (policies, true); (obedience, true); (take, true)"
463,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: First of all, the Amir swears a Covenant","(Covenant, true); (swears, true)"
464,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: In the name of Allah the Most Benevolent, ever Merciful, I swear allegiance to Allah, and with his accord to become a soldier among the Muslim soldiers, to support the religion of Allah in order to make Allah's words supreme.","(allegiance, true); (swear, true); (accord, true); (become, unknown); (support, unknown); (make, unknown); (In, unknown)"
465,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: Covenant sworn by the brother, the Mujahed","(Covenant, true); (sworn, true)"
466,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: In the name of Allah, the Most Benevolent, ever Merciful,","(In, unknown)"
467,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: I swear allegiance to Allah, and with his accord to obey and listen to my superiors in good times and bad times, in good situations and bad ones, to support the religion of Allah in order to make Allah's words supreme, and to become a fighter in the name of Allah.","(accord, true); (allegiance, true); (swear, true); (support, unknown); (make, unknown); (become, unknown); (situations, true); (ones, true); (times, true); (times, true)"
468,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: To fight in any position through the duration of the struggle, and to keep all the secrets of Al Qaeda's missions.","(missions, true); (struggle, true); (keep, unknown); (fight, unknown)"
469,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Allah will be my guarantor of what I am saying.,"(saying, true); (be, true)"
470,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Breach of Covenant,"(Covenant, true); (Breach, true)"
471,CMU/AFGP-2002-600175-Trans.xml,LU Factuality: Punishment of the one who breaches the Covenant:,"(Punishment, true); (Covenant, true); (breaches, true)"
472,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: And Allah said, ""As for those who break Allah's covenant after validating it, and sever relations which Allah ordained cohered, and spread corruption in the land, there is condemnation for them and an evil abode.  "" ","(said, true); (relations, false); (ordained, false); (cohered, false); (spread, false); (break, false); (covenant, false); (validating, false); (sever, false); (corruption, false); (is, false); (abode, false)"
473,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: And the Messenger of Allah said, peace be upon him,""Allah said,'Three persons I am the opponent of on the Day of Judgment: a man who promised and broke his promise; a man who made a sale and cheated, and a man who hired an employee and did not pay him.  ""","(be, unknown); (said, true); (sale, false); (cheated, false); (hired, false); (pay, false); (promised, false); (broke, false); (promise, false); (made, false); (said, false); (am, false)"
474,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: And Ibn Hajr explained, ""He promised by Allah and then broke his promise.  "" ","(explained, true); (broke, false); (promise, false); (promised, false)"
475,CMU/AFGP-2002-600175-Trans.xml,"LU Factuality: At last we pray praise to Allah, the Lord of all the worlds.","(praise, unknown); (pray, true)"
476,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: The late Bin Baz was the grand Muslim scholar in Saudi Arabia.,"(was, true)"
477,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: Al-Maqdasi, a Jordanian militant, is sympathetic to Al-Qaida.","(is, true)"
478,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: He was acquitted in Jordan of charges that he had ties to Al-Qaida.,"(acquitted, true); (had, true)"
479,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: In a recent interview with Al-Jazeera he spoke against the Arab regimes.,"(spoke, true)"
480,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: Immediately after the interview, he was apprehended again by the Jordanian authority.","(apprehended, true)"
481,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: Sheik Rida, fear God.","(fear, true)"
482,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: You are not fair when you belittle Sheik Bin Baz's blunder and exaggerate the one by Sheik Maqdasi...,"(are, true); (belittle, true); (blunder, true); (exaggerate, true)"
483,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: Sheik Maqdasi did not criticize Sheik Bin Baz's only for his edict which emphasizes not to consider a regime an apostate if it hasn't adhered to Islamic laws.,"(criticize, true); (emphasizes, true); (edict, true); (adhered, true); (consider, true)"
484,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: Well, this is not the case.","(is, true)"
485,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: If, you study the evidences and statements released by these people, we tend to appreciate their ignorance which was based on prominent views.","(study, true); (statements, true); (evidences, true); (based, true); (tend, true); (views, true); (appreciate, false)"
486,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: We had done that before with others who were known for their serious blunders.,"(done, true); (blunders, true); (known, true)"
487,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: I'm not going to illustrate these evidences and statements; God is my witness, I don't want to deceive anyone.","(want, true); (is, unknown); (deceive, unknown); (illustrate, true)"
488,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: However, I will mention one of these evidences reiterated by them.","(reiterated, true); (mention, true)"
489,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: Indeed, the Sheik issued two edicts regarding the same issue that contradict each other...","(issue, true); (contradict, true); (issued, true); (edicts, true)"
490,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: First, he forbade seeking the aid of infidels when the Syrian Mujahiddin asked Saddam Hussein to overthrow the regime of Hafiz Al-Assad in Syria.","(asked, true); (overthrow, true); (forbade, true); (aid, true); (seeking, unknown)"
491,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: However, he allowed the Gulf regimes to depend on the infidels in attacking Saddam Hussein.","(attacking, true); (allowed, true); (depend, true)"
492,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: [He issued] more edicts to accommodate the policies of the Saudi regime.,"(issued, true); (edicts, true); (accommodate, unknown)"
493,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: This behavior and not the edict itself forced them to be deceptive.,"(edict, true); (forced, true); (behavior, true); (be, true)"
494,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: I am sure that you are aware of all these suspicions that surround the regime's [Religious] scholars.,"(suspicions, true); (are, true); (am, true); (surround, true)"
495,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: So, try to appreciate the Muslims' position, especially if these suspicions are credible.","(position, true); (try, true); (are, true); (appreciate, unknown)"
496,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: Brother Rida, I plead to you through this article to understand the views of others, just like we try to understand the views of those who went astray.","(plead, true); (views, true); (try, true); (views, true); (understand, true); (went, true); (understand, unknown)"
497,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: My dear sister, I hope all is well.","(hope, true); (is, unknown)"
498,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: How is Turkey? ,"(is, unknown)"
499,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: I hope you are enjoying your stay there.,"(hope, true); (enjoying, unknown)"
500,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: I wrote a letter to Ayman.,"(wrote, true)"
501,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: Please print it on a thin paper; may God reward you.,"(print, true); (reward, unknown)"
502,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: Please read this message if you have the time.,"(read, true)"
503,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: I am open for any suggestions.,"(am, true); (suggestions, false)"
504,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: I hope I can communicate with you through the Messenger before you depart Turkey.,"(hope, true); (depart, true); (communicate, unknown)"
505,CMU/AFGP-2002-602187-Trans.xml,"LU Factuality: Send my regards to my aunt, uncle and grandmother.","(Send, true); (regards, true)"
506,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: Take back the stuff which Ayman asked you to carry to Saudi Arabia.,"(Take, true); (asked, true); (carry, true)"
507,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: I apologize for any inconvenience.,"(apologize, true)"
508,CMU/AFGP-2002-602187-Trans.xml,LU Factuality: Peace be upon you.,"(be, unknown)"
509,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Questions about the facts or what were presented as facts that led the United States into the war in Iraq,"(presented, true); (led, true); (Questions, true)"
510,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: spilled into open warfare today on the Senate floor .,"(spilled, true); (warfare, true)"
511,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Democrats forced the Senate into a rare closed door session .,"(forced, true); (session, true)"
512,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Republican leader Bill Frist said the Senate was hijacked .,"(said, true); (hijacked, false)"
513,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: CNN's Ed Henry was there .,"(was, true)"
514,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: A Democratic sneak attack that sent shock waves through the Senate .,"(attack, true); (waves, true); (sent, true)"
515,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Mr. President enough time has gone by .,"(gone, true)"
516,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: I demand on behalf of the American people that we understand why these investigations aren't being conducted .,"(demand, true); (conducted, true); (understand, true)"
517,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Democratic leader Harry Reed accused Republicans of failing to probe allegations the White House manipulated intelligence to justify the war in Iraq .,"(failing, true); (accused, true); (manipulated, true); (probe, true); (justify, unknown)"
518,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: And in accordance with rule twenty-one I now move that Senate go into closed session .,"(go, true); (move, true); (session, true)"
519,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: President I second the motion .,"(motion, true); (second, true)"
520,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: An easy but rare maneuver with extraordinary consequences .,"(maneuver, true); (consequences, true)"
521,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,"LU Factuality: The Senate chamber was locked down , television cameras shut off , so law makers could go into secret session to debate .","(session, true); (locked, true); (shut, true); (go, unknown); (debate, unknown); (could, true)"
522,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Republican leader Bill Frist was enraged .,"(enraged, true)"
523,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Not with the previous Democratic leader or or the current Democratic leader have ever I been slapped in the face with such an affront to the leadership of this grand institution .,"(slapped, true); (affront, true); (leadership, true); (institution, true)"
524,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: There has been at least consideration for the other side of the aisle before a stunt .,"(stunt, true); (been, true); (consideration, true)"
525,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: and this is a pure stunt .,"(is, true)"
526,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Reed refused to back down demanding the Republican led intelligence committee finish a long awaited report on whether the Bush administration twisted intelligence .,"(refused, true); (back, true); (finish, true); (demanding, true); (report, true); (twisted, false)"
527,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,"LU Factuality: This investigation has been stymied stopped , obstructions thrown up every step of the way .","(stopped, true); (investigation, true); (thrown, true); (stymied, true); (obstructions, true)"
528,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: That's the real slap in the face .,"('s, true)"
529,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: that's the slap in the face .,"('s, true)"
530,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: And today the American people are going to see a little bit of light .,"(see, true)"
531,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: What's really going on is Democrats feel emboldened by the indictment of Vice President Cheney's former chief of staff believing this is their chance to issue a broader indictment of the Bush administration .,"(believing, true); (indictment, true); (issue, true); (is, true); (is, true); (going, true); (indictment, true)"
532,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: We have lost over two thousand of our best and bravest .,"(lost, true)"
533,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: over fifteen thousand have been seriously wounded .,"(wounded, true)"
534,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: We are spending more than six million dollars a month with no end in sight .,"(end, true); (spending, true)"
535,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: and this Republican led Senate intelligence committee refuses to even ask the hard questions about the misinformation /-,"(ask, true); (misinformation, true); (refuses, true); (questions, true)"
536,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Republicans insist they're completing the investigation .,"(investigation, true); (insist, true); (completing, false)"
537,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: and this is just a distraction .,"(is, true)"
538,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: This is purely political .,"(is, true)"
539,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: This is settling settling an old political score .,"(score, true); (settling, true)"
540,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Democrats say they also want to signal they're ready to stand up to the Republican majority and may even filibuster the president's latest Supreme Court pick Samuel Alito a move that would make these events seem like the opening fireworks in a much nastier battle .,"(say, true); (battle, true); (seem, true); (events, true); (move, true); (pick, true); (may, true); (stand, false); (filibuster, false); (want, false); ('re, false); (signal, unknown); (make, true)"
541,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: So do you think we just saw the outlines to what the midterm election battlelines might look like /?  A debate that's likely to rage on for many many months to come .,"(might, true); (battlelines, true); (come, true); ('s, true); (debate, true); (saw, unknown); (think, unknown); (look, false)"
542,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Turning our attention now to something that has a lot of folks concerned .,"(concerned, true); (attention, true); (Turning, true)"
543,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: You've been hearing an awful lot about avian or bird flu .,"(hearing, true)"
544,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: The most common and deadly form has already spread in birds from South Asia to Europe .,"(spread, true)"
545,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: And now there is real concern that the virus could mutate and become devastating to humans .,"(is, true); (become, false); (mutate, false)"
546,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: In fact some health experts say it's just a matter of time .,"(say, true)"
547,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Today President Bush unveiled a seven point one billion dollar plan to prepare for a possible flu pandemic .,"(unveiled, true); (plan, true); (prepare, unknown); (pandemic, false)"
548,CMU/CNN_AARONBROWN_ENG_20051101_215800.partial-NEW.xml,LU Factuality: Now much of that money would go toward stockpiling enough vaccine to protect twenty million healthcare workers and other first responders,"(protect, unknown); (stockpiling, true); (would, true); (go, unknown)"
