,file,input_text,target_text
4200,CMU\AFGP-2002-600045-Trans.xml,classify:with|||An Islamic group with an aim of Jihad.,other
6639,CMU\AFGP-2002-600175-Trans.xml,"classify:in|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6640,CMU\AFGP-2002-600175-Trans.xml,"classify:a|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6641,CMU\AFGP-2002-600175-Trans.xml,"classify:matter|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",false
6642,CMU\AFGP-2002-600175-Trans.xml,"classify:after|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6643,CMU\AFGP-2002-600175-Trans.xml,"classify:Allah|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6644,CMU\AFGP-2002-600175-Trans.xml,"classify:has|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6645,CMU\AFGP-2002-600175-Trans.xml,"classify:decided|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",false
6646,CMU\AFGP-2002-600175-Trans.xml,"classify:it|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6647,CMU\AFGP-2002-600175-Trans.xml,"classify:Whoever|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6648,CMU\AFGP-2002-600175-Trans.xml,"classify:disobeys|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",false
6649,CMU\AFGP-2002-600175-Trans.xml,"classify:Allah|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6650,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6651,CMU\AFGP-2002-600175-Trans.xml,"classify:his|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6652,CMU\AFGP-2002-600175-Trans.xml,"classify:Messenger|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6653,CMU\AFGP-2002-600175-Trans.xml,"classify:has|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6654,CMU\AFGP-2002-600175-Trans.xml,"classify:clearly|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6655,CMU\AFGP-2002-600175-Trans.xml,"classify:lost|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",false
6656,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6657,CMU\AFGP-2002-600175-Trans.xml,"classify:way|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",false
6658,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6659,CMU\AFGP-2002-600175-Trans.xml,"classify:gone|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",false
6660,CMU\AFGP-2002-600175-Trans.xml,"classify:astray|||And Allah said, ""No believing men and women have any choice in a matter after Allah has decided it.  Whoever disobeys Allah and his Messenger has clearly lost the way and gone astray.  "" ",other
6661,CMU\AFGP-2002-600175-Trans.xml,"classify:Sura|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6662,CMU\AFGP-2002-600175-Trans.xml,"classify:Al|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6663,CMU\AFGP-2002-600175-Trans.xml,"classify:Ahzab/The|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6664,CMU\AFGP-2002-600175-Trans.xml,"classify:Allied|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6665,CMU\AFGP-2002-600175-Trans.xml,"classify:Troops|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6666,CMU\AFGP-2002-600175-Trans.xml,"classify:33:36|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6667,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6668,CMU\AFGP-2002-600175-Trans.xml,"classify:therefore|||[Sura] Al Ahzab/The Allied Troops [33:36], and therefore:",other
6669,CMU\AFGP-2002-600175-Trans.xml,classify:1|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6670,CMU\AFGP-2002-600175-Trans.xml,classify:Accomplish|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,true
6671,CMU\AFGP-2002-600175-Trans.xml,classify:all|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6672,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6673,CMU\AFGP-2002-600175-Trans.xml,classify:Qaeda|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6674,CMU\AFGP-2002-600175-Trans.xml,classify:different|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6675,CMU\AFGP-2002-600175-Trans.xml,classify:plans|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,true
6676,CMU\AFGP-2002-600175-Trans.xml,classify:and|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,true
6677,CMU\AFGP-2002-600175-Trans.xml,classify:missions|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6678,CMU\AFGP-2002-600175-Trans.xml,classify:according|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,true
6679,CMU\AFGP-2002-600175-Trans.xml,classify:to|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6680,CMU\AFGP-2002-600175-Trans.xml,classify:the|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6681,CMU\AFGP-2002-600175-Trans.xml,classify:Shara'a|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6682,CMU\AFGP-2002-600175-Trans.xml,classify:Judicial|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,other
6683,CMU\AFGP-2002-600175-Trans.xml,classify:System|||- 1 Accomplish all Al Qaeda's different plans and missions according to the Shara'a Judicial System.,true
6684,CMU\AFGP-2002-600175-Trans.xml,classify:2|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6685,CMU\AFGP-2002-600175-Trans.xml,classify:Differences|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,true
6686,CMU\AFGP-2002-600175-Trans.xml,classify:between|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6687,CMU\AFGP-2002-600175-Trans.xml,classify:members|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6688,CMU\AFGP-2002-600175-Trans.xml,classify:regarding|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6689,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6690,CMU\AFGP-2002-600175-Trans.xml,classify:Qaeda|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6691,CMU\AFGP-2002-600175-Trans.xml,classify:missions|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,true
6692,CMU\AFGP-2002-600175-Trans.xml,classify:will|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6693,CMU\AFGP-2002-600175-Trans.xml,classify:be|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6694,CMU\AFGP-2002-600175-Trans.xml,classify:judged|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,true
6695,CMU\AFGP-2002-600175-Trans.xml,classify:by|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6696,CMU\AFGP-2002-600175-Trans.xml,classify:qualified|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6697,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6698,CMU\AFGP-2002-600175-Trans.xml,classify:Qaeda|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6699,CMU\AFGP-2002-600175-Trans.xml,classify:members|||- 2 Differences between members regarding Al Qaeda missions will be judged by qualified Al Qaeda members.,other
6700,CMU\AFGP-2002-600175-Trans.xml,classify:This|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6701,CMU\AFGP-2002-600175-Trans.xml,classify:will|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6702,CMU\AFGP-2002-600175-Trans.xml,classify:be|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6703,CMU\AFGP-2002-600175-Trans.xml,classify:done|||This will be done through the direct superior up the chain of command to resolve the matter.,true
6704,CMU\AFGP-2002-600175-Trans.xml,classify:through|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6705,CMU\AFGP-2002-600175-Trans.xml,classify:the|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6706,CMU\AFGP-2002-600175-Trans.xml,classify:direct|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6707,CMU\AFGP-2002-600175-Trans.xml,classify:superior|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6708,CMU\AFGP-2002-600175-Trans.xml,classify:up|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6709,CMU\AFGP-2002-600175-Trans.xml,classify:the|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6710,CMU\AFGP-2002-600175-Trans.xml,classify:chain|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6711,CMU\AFGP-2002-600175-Trans.xml,classify:of|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6712,CMU\AFGP-2002-600175-Trans.xml,classify:command|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6713,CMU\AFGP-2002-600175-Trans.xml,classify:to|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6714,CMU\AFGP-2002-600175-Trans.xml,classify:resolve|||This will be done through the direct superior up the chain of command to resolve the matter.,unknown
6715,CMU\AFGP-2002-600175-Trans.xml,classify:the|||This will be done through the direct superior up the chain of command to resolve the matter.,other
6716,CMU\AFGP-2002-600175-Trans.xml,classify:matter|||This will be done through the direct superior up the chain of command to resolve the matter.,true
6717,CMU\AFGP-2002-600175-Trans.xml,"classify:3|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6718,CMU\AFGP-2002-600175-Trans.xml,"classify:differences|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",true
6719,CMU\AFGP-2002-600175-Trans.xml,"classify:are|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6720,CMU\AFGP-2002-600175-Trans.xml,"classify:not|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6721,CMU\AFGP-2002-600175-Trans.xml,"classify:related|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",true
6722,CMU\AFGP-2002-600175-Trans.xml,"classify:to|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6723,CMU\AFGP-2002-600175-Trans.xml,"classify:Al|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6724,CMU\AFGP-2002-600175-Trans.xml,"classify:Qaeda|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",true
6725,CMU\AFGP-2002-600175-Trans.xml,"classify:work|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6726,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6727,CMU\AFGP-2002-600175-Trans.xml,"classify:judgment|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6728,CMU\AFGP-2002-600175-Trans.xml,"classify:will|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",true
6729,CMU\AFGP-2002-600175-Trans.xml,"classify:be|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6730,CMU\AFGP-2002-600175-Trans.xml,"classify:made|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6731,CMU\AFGP-2002-600175-Trans.xml,"classify:either|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6732,CMU\AFGP-2002-600175-Trans.xml,"classify:by|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6733,CMU\AFGP-2002-600175-Trans.xml,"classify:qualified|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6734,CMU\AFGP-2002-600175-Trans.xml,"classify:Al|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6735,CMU\AFGP-2002-600175-Trans.xml,"classify:Qaeda|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6736,CMU\AFGP-2002-600175-Trans.xml,"classify:members|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6737,CMU\AFGP-2002-600175-Trans.xml,"classify:or|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6738,CMU\AFGP-2002-600175-Trans.xml,"classify:outside|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6739,CMU\AFGP-2002-600175-Trans.xml,"classify:judges|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6740,CMU\AFGP-2002-600175-Trans.xml,"classify:if|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6741,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6742,CMU\AFGP-2002-600175-Trans.xml,"classify:parties|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",true
6743,CMU\AFGP-2002-600175-Trans.xml,"classify:wish|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",unknown
6744,CMU\AFGP-2002-600175-Trans.xml,"classify:to|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6745,CMU\AFGP-2002-600175-Trans.xml,"classify:do|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6746,CMU\AFGP-2002-600175-Trans.xml,"classify:so|||- 3 differences are not related to Al Qaeda's work, the judgment will be made either by qualified Al Qaeda members or outside judges if the parties wish to do so.",other
6747,CMU\AFGP-2002-600175-Trans.xml,classify:This|||This does not include the Tempter's courts.,other
6748,CMU\AFGP-2002-600175-Trans.xml,classify:does|||This does not include the Tempter's courts.,other
6749,CMU\AFGP-2002-600175-Trans.xml,classify:not|||This does not include the Tempter's courts.,other
6750,CMU\AFGP-2002-600175-Trans.xml,classify:include|||This does not include the Tempter's courts.,true
6751,CMU\AFGP-2002-600175-Trans.xml,classify:the|||This does not include the Tempter's courts.,other
6752,CMU\AFGP-2002-600175-Trans.xml,classify:Tempter|||This does not include the Tempter's courts.,other
6753,CMU\AFGP-2002-600175-Trans.xml,classify:courts|||This does not include the Tempter's courts.,other
6754,CMU\AFGP-2002-600175-Trans.xml,classify:It|||It means any court considered legitimate by Al Qaeda.,other
6755,CMU\AFGP-2002-600175-Trans.xml,classify:means|||It means any court considered legitimate by Al Qaeda.,true
6756,CMU\AFGP-2002-600175-Trans.xml,classify:any|||It means any court considered legitimate by Al Qaeda.,other
6757,CMU\AFGP-2002-600175-Trans.xml,classify:court|||It means any court considered legitimate by Al Qaeda.,other
6758,CMU\AFGP-2002-600175-Trans.xml,classify:considered|||It means any court considered legitimate by Al Qaeda.,true
6759,CMU\AFGP-2002-600175-Trans.xml,classify:legitimate|||It means any court considered legitimate by Al Qaeda.,other
6760,CMU\AFGP-2002-600175-Trans.xml,classify:by|||It means any court considered legitimate by Al Qaeda.,other
6761,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||It means any court considered legitimate by Al Qaeda.,other
6762,CMU\AFGP-2002-600175-Trans.xml,classify:Qaeda|||It means any court considered legitimate by Al Qaeda.,other
6763,CMU\AFGP-2002-600175-Trans.xml,classify:This|||This includes high-ranking Al Qaeda and subordinates.,other
6764,CMU\AFGP-2002-600175-Trans.xml,classify:includes|||This includes high-ranking Al Qaeda and subordinates.,true
6765,CMU\AFGP-2002-600175-Trans.xml,classify:high-ranking|||This includes high-ranking Al Qaeda and subordinates.,other
6766,CMU\AFGP-2002-600175-Trans.xml,classify:Al|||This includes high-ranking Al Qaeda and subordinates.,other
6767,CMU\AFGP-2002-600175-Trans.xml,classify:Qaeda|||This includes high-ranking Al Qaeda and subordinates.,other
6768,CMU\AFGP-2002-600175-Trans.xml,classify:and|||This includes high-ranking Al Qaeda and subordinates.,other
6769,CMU\AFGP-2002-600175-Trans.xml,classify:subordinates|||This includes high-ranking Al Qaeda and subordinates.,other
6770,CMU\AFGP-2002-600175-Trans.xml,classify:Fifthly|||Fifthly :,other
6771,CMU\AFGP-2002-600175-Trans.xml,classify:Advice|||Advice,true
6772,CMU\AFGP-2002-600175-Trans.xml,classify:A|||A - Maintain the conditions of religious equilibrium.,other
6773,CMU\AFGP-2002-600175-Trans.xml,classify:Maintain|||A - Maintain the conditions of religious equilibrium.,true
6774,CMU\AFGP-2002-600175-Trans.xml,classify:the|||A - Maintain the conditions of religious equilibrium.,other
6775,CMU\AFGP-2002-600175-Trans.xml,classify:conditions|||A - Maintain the conditions of religious equilibrium.,true
6776,CMU\AFGP-2002-600175-Trans.xml,classify:of|||A - Maintain the conditions of religious equilibrium.,other
6777,CMU\AFGP-2002-600175-Trans.xml,classify:religious|||A - Maintain the conditions of religious equilibrium.,other
6778,CMU\AFGP-2002-600175-Trans.xml,classify:equilibrium|||A - Maintain the conditions of religious equilibrium.,true
6779,CMU\AFGP-2002-600175-Trans.xml,"classify:Equilibrium|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",true
6780,CMU\AFGP-2002-600175-Trans.xml,"classify:is|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",true
6781,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6782,CMU\AFGP-2002-600175-Trans.xml,"classify:fulfillment|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6783,CMU\AFGP-2002-600175-Trans.xml,"classify:of|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6784,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6785,CMU\AFGP-2002-600175-Trans.xml,"classify:person|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6786,CMU\AFGP-2002-600175-Trans.xml,"classify:needs|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6787,CMU\AFGP-2002-600175-Trans.xml,"classify:for|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6788,CMU\AFGP-2002-600175-Trans.xml,"classify:righteousness|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6789,CMU\AFGP-2002-600175-Trans.xml,"classify:which|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6790,CMU\AFGP-2002-600175-Trans.xml,"classify:depends|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",true
6791,CMU\AFGP-2002-600175-Trans.xml,"classify:on|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6792,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6793,CMU\AFGP-2002-600175-Trans.xml,"classify:following|||Equilibrium is the fulfillment of the person's needs for righteousness, which depends on the following:",other
6794,CMU\AFGP-2002-600175-Trans.xml,"classify:1|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6795,CMU\AFGP-2002-600175-Trans.xml,"classify:Religious|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6796,CMU\AFGP-2002-600175-Trans.xml,"classify:devotion|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",true
6797,CMU\AFGP-2002-600175-Trans.xml,"classify:which|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6798,CMU\AFGP-2002-600175-Trans.xml,"classify:is|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",true
6799,CMU\AFGP-2002-600175-Trans.xml,"classify:to|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6800,CMU\AFGP-2002-600175-Trans.xml,"classify:fulfill|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6801,CMU\AFGP-2002-600175-Trans.xml,"classify:religious|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6802,CMU\AFGP-2002-600175-Trans.xml,"classify:duties|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6803,CMU\AFGP-2002-600175-Trans.xml,"classify:continuously|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6804,CMU\AFGP-2002-600175-Trans.xml,"classify:and|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6805,CMU\AFGP-2002-600175-Trans.xml,"classify:to|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6806,CMU\AFGP-2002-600175-Trans.xml,"classify:prevent|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",true
6807,CMU\AFGP-2002-600175-Trans.xml,"classify:oneself|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6808,CMU\AFGP-2002-600175-Trans.xml,"classify:from|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6809,CMU\AFGP-2002-600175-Trans.xml,"classify:falling|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6810,CMU\AFGP-2002-600175-Trans.xml,"classify:into|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6811,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6812,CMU\AFGP-2002-600175-Trans.xml,"classify:ways|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6813,CMU\AFGP-2002-600175-Trans.xml,"classify:of|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",other
6814,CMU\AFGP-2002-600175-Trans.xml,"classify:sin|||(1) Religious devotion, which is to fulfill religious duties continuously, and to prevent oneself from falling into the ways of sin.",true
6815,CMU\AFGP-2002-600175-Trans.xml,"classify:2|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",other
6816,CMU\AFGP-2002-600175-Trans.xml,"classify:Embody|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",true
6817,CMU\AFGP-2002-600175-Trans.xml,"classify:the|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",other
6818,CMU\AFGP-2002-600175-Trans.xml,"classify:ideal|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",true
6819,CMU\AFGP-2002-600175-Trans.xml,"classify:of|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",other
6820,CMU\AFGP-2002-600175-Trans.xml,"classify:manhood|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",other
6821,CMU\AFGP-2002-600175-Trans.xml,"classify:this|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",other
6822,CMU\AFGP-2002-600175-Trans.xml,"classify:is|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",true
6823,CMU\AFGP-2002-600175-Trans.xml,"classify:by|||(2) Embody the ideal of manhood: this is by doing the right things, which will bring praise, and avoiding the wrong things, which would bring shame.",other
